path,filename,annotation_source
Images/0001_01.png,0001_01.png,silver
Images/0001_02.png,0001_02.png,silver
Images/0001_03.png,0001_03.png,silver
Images/0002_01.png,0002_01.png,silver
Images/0002_02.png,0002_02.png,silver
Images/0003_01.png,0003_01.png,silver
Images/0003_02.png,0003_02.png,silver
Images/0003_03.png,0003_03.png,silver
Images/0004_01.png,0004_01.png,silver
Images/0004_02.png,0004_02.png,silver
Images/0004_03.png,0004_03.png,gold
Images/0005_01.png,0005_01.png,silver
Images/0005_02.png,0005_02.png,silver
Images/0005_03.png,0005_03.png,silver
Images/0005_04.png,0005_04.png,silver
Images/0005_05.png,0005_05.png,silver
Images/0005_06.png,0005_06.png,silver
Images/0005_07.png,0005_07.png,silver
Images/0005_08.png,0005_08.png,gold
Images/0006_01.png,0006_01.png,silver
Images/0007_01.png,0007_01.png,silver
Images/0007_02.png,0007_02.png,silver
Images/0008_01.png,0008_01.png,gold
Images/0008_02.png,0008_02.png,silver
Images/0009_01.png,0009_01.png,silver
Images/0009_02.png,0009_02.png,silver
Images/0009_03.png,0009_03.png,silver
Images/0009_04.png,0009_04.png,silver
Images/0009_05.png,0009_05.png,silver
Images/0010_01.png,0010_01.png,silver
Images/0010_02.png,0010_02.png,silver
Images/0010_03.png,0010_03.png,silver
Images/0011_01.png,0011_01.png,silver
Images/0011_02.png,0011_02.png,gold
Images/0011_03.png,0011_03.png,gold
Images/0012_01.png,0012_01.png,silver
Images/0012_02.png,0012_02.png,silver
Images/0012_03.png,0012_03.png,silver
Images/0013_01.png,0013_01.png,silver
Images/0013_02.png,0013_02.png,silver
Images/0013_03.png,0013_03.png,silver
Images/0014_01.png,0014_01.png,silver
Images/0014_02.png,0014_02.png,silver
Images/0014_03.png,0014_03.png,silver
Images/0014_04.png,0014_04.png,gold
Images/0014_05.png,0014_05.png,gold
Images/0015_01.png,0015_01.png,silver
Images/0015_02.png,0015_02.png,silver
Images/0015_03.png,0015_03.png,silver
Images/0015_04.png,0015_04.png,silver
Images/0016_01.png,0016_01.png,silver
Images/0017_01.png,0017_01.png,silver
Images/0017_02.png,0017_02.png,gold
Images/0017_03.png,0017_03.png,silver
Images/0018_01.png,0018_01.png,silver
Images/0018_02.png,0018_02.png,silver
Images/0018_03.png,0018_03.png,silver
Images/0019_01.png,0019_01.png,silver
Images/0019_02.png,0019_02.png,silver
Images/0019_03.png,0019_03.png,silver
Images/0019_04.png,0019_04.png,silver
Images/0020_01.png,0020_01.png,silver
Images/0020_02.png,0020_02.png,gold
Images/0021_01.png,0021_01.png,silver
Images/0022_02.png,0022_02.png,silver
Images/0023_01.png,0023_01.png,silver
Images/0023_02.png,0023_02.png,silver
Images/0023_03.png,0023_03.png,silver
Images/0023_04.png,0023_04.png,silver
Images/0024_01.png,0024_01.png,silver
Images/0024_02.png,0024_02.png,gold
Images/0025_01.png,0025_01.png,silver
Images/0025_02.png,0025_02.png,gold
Images/0025_03.png,0025_03.png,silver
Images/0025_04.png,0025_04.png,silver
Images/0025_05.png,0025_05.png,silver
Images/0026_01.png,0026_01.png,silver
Images/0027_01.png,0027_01.png,silver
Images/0028_01.png,0028_01.png,silver
Images/0028_02.png,0028_02.png,silver
Images/0029_01.png,0029_01.png,gold
Images/0029_02.png,0029_02.png,silver
Images/0030_01.png,0030_01.png,silver
Images/0031_01.png,0031_01.png,silver
Images/0031_02.png,0031_02.png,silver
Images/0031_03.png,0031_03.png,silver
Images/0032_01.png,0032_01.png,silver
Images/0033_01.png,0033_01.png,silver
Images/0033_02.png,0033_02.png,silver
Images/0034_01.png,0034_01.png,silver
Images/0034_02.png,0034_02.png,silver
Images/0035_01.png,0035_01.png,silver
Images/0036_01.png,0036_01.png,silver
Images/0036_02.png,0036_02.png,gold
Images/0036_03.png,0036_03.png,silver
Images/0036_04.png,0036_04.png,silver
Images/0036_05.png,0036_05.png,gold
Images/0037_01.png,0037_01.png,gold
Images/0037_02.png,0037_02.png,silver
Images/0037_03.png,0037_03.png,silver
Images/0037_04.png,0037_04.png,silver
Images/0038_01.png,0038_01.png,silver
Images/0038_02.png,0038_02.png,silver
Images/0038_03.png,0038_03.png,silver
Images/0038_04.png,0038_04.png,silver
Images/0039_01.png,0039_01.png,silver
Images/0039_02.png,0039_02.png,silver
Images/0039_03.png,0039_03.png,gold
Images/0040_01.png,0040_01.png,silver
Images/0041_01.png,0041_01.png,silver
Images/0042_01.png,0042_01.png,silver
Images/0042_02.png,0042_02.png,silver
Images/0042_03.png,0042_03.png,silver
Images/0042_04.png,0042_04.png,silver
Images/0042_05.png,0042_05.png,silver
Images/0042_06.png,0042_06.png,silver
Images/0043_01.png,0043_01.png,silver
Images/0044_01.png,0044_01.png,silver
Images/0044_02.png,0044_02.png,silver
Images/0045_01.png,0045_01.png,silver
Images/0046_01.png,0046_01.png,silver
Images/0046_02.png,0046_02.png,silver
Images/0046_03.png,0046_03.png,silver
Images/0046_04.png,0046_04.png,silver
Images/0046_05.png,0046_05.png,silver
Images/0046_06.png,0046_06.png,silver
Images/0047_01.png,0047_01.png,silver
Images/0047_02.png,0047_02.png,silver
Images/0047_03.png,0047_03.png,silver
Images/0047_04.png,0047_04.png,gold
Images/0048_01.png,0048_01.png,gold
Images/0049_01.png,0049_01.png,silver
Images/0049_02.png,0049_02.png,silver
Images/0049_03.png,0049_03.png,silver
Images/0049_04.png,0049_04.png,silver
Images/0049_05.png,0049_05.png,silver
Images/0050_01.png,0050_01.png,silver
Images/0051_01.png,0051_01.png,silver
Images/0051_02.png,0051_02.png,silver
Images/0051_03.png,0051_03.png,silver
Images/0051_04.png,0051_04.png,silver
Images/0051_05.png,0051_05.png,silver
Images/0052_01.png,0052_01.png,silver
Images/0052_02.png,0052_02.png,silver
Images/0052_03.png,0052_03.png,gold
Images/0052_04.png,0052_04.png,silver
Images/0053_01.png,0053_01.png,silver
Images/0053_02.png,0053_02.png,silver
Images/0053_03.png,0053_03.png,silver
Images/0054_01.png,0054_01.png,gold
Images/0054_02.png,0054_02.png,silver
Images/0054_03.png,0054_03.png,silver
Images/0054_04.png,0054_04.png,silver
Images/0054_05.png,0054_05.png,silver
Images/0055_01.png,0055_01.png,silver
Images/0056_01.png,0056_01.png,silver
Images/0057_01.png,0057_01.png,gold
Images/0057_02.png,0057_02.png,gold
Images/0057_03.png,0057_03.png,silver
Images/0057_04.png,0057_04.png,silver
Images/0057_05.png,0057_05.png,silver
Images/0057_06.png,0057_06.png,silver
Images/0058_01.png,0058_01.png,silver
Images/0058_02.png,0058_02.png,silver
Images/0058_03.png,0058_03.png,silver
Images/0058_04.png,0058_04.png,silver
Images/0058_05.png,0058_05.png,silver
Images/0059_01.png,0059_01.png,silver
Images/0059_02.png,0059_02.png,silver
Images/0059_03.png,0059_03.png,silver
Images/0060_01.png,0060_01.png,silver
Images/0061_01.png,0061_01.png,gold
Images/0062_01.png,0062_01.png,gold
Images/0062_02.png,0062_02.png,silver
Images/0063_01.png,0063_01.png,silver
Images/0063_02.png,0063_02.png,silver
Images/0063_03.png,0063_03.png,silver
Images/0063_04.png,0063_04.png,silver
Images/0063_05.png,0063_05.png,silver
Images/0063_06.png,0063_06.png,silver
Images/0063_07.png,0063_07.png,silver
Images/0064_01.png,0064_01.png,silver
Images/0065_01.png,0065_01.png,silver
Images/0065_02.png,0065_02.png,silver
Images/0065_03.png,0065_03.png,silver
Images/0065_04.png,0065_04.png,silver
Images/0066_01.png,0066_01.png,silver
Images/0066_02.png,0066_02.png,silver
Images/0066_03.png,0066_03.png,gold
Images/0066_04.png,0066_04.png,silver
Images/0066_05.png,0066_05.png,gold
Images/0067_01.png,0067_01.png,gold
Images/0067_02.png,0067_02.png,silver
Images/0067_03.png,0067_03.png,silver
Images/0067_04.png,0067_04.png,silver
Images/0068_01.png,0068_01.png,silver
Images/0068_02.png,0068_02.png,silver
Images/0068_03.png,0068_03.png,silver
Images/0068_04.png,0068_04.png,silver
Images/0068_05.png,0068_05.png,silver
Images/0069_01.png,0069_01.png,silver
Images/0069_02.png,0069_02.png,silver
Images/0069_03.png,0069_03.png,silver
Images/0070_01.png,0070_01.png,gold
Images/0071_01.png,0071_01.png,silver
Images/0071_02.png,0071_02.png,silver
Images/0071_03.png,0071_03.png,silver
Images/0071_04.png,0071_04.png,gold
Images/0072_01.png,0072_01.png,silver
Images/0072_02.png,0072_02.png,gold
Images/0072_03.png,0072_03.png,silver
Images/0072_04.png,0072_04.png,silver
Images/0073_01.png,0073_01.png,gold
Images/0074_01.png,0074_01.png,silver
Images/0074_02.png,0074_02.png,silver
Images/0074_03.png,0074_03.png,silver
Images/0074_04.png,0074_04.png,silver
Images/0074_05.png,0074_05.png,silver
Images/0075_01.png,0075_01.png,silver
Images/0075_02.png,0075_02.png,silver
Images/0075_03.png,0075_03.png,silver
Images/0076_01.png,0076_01.png,silver
Images/0076_02.png,0076_02.png,silver
Images/0076_03.png,0076_03.png,silver
Images/0076_04.png,0076_04.png,silver
Images/0077_01.png,0077_01.png,silver
Images/0077_02.png,0077_02.png,silver
Images/0078_01.png,0078_01.png,silver
Images/0079_01.png,0079_01.png,silver
Images/0079_02.png,0079_02.png,silver
Images/0079_03.png,0079_03.png,silver
Images/0079_04.png,0079_04.png,silver
Images/0080_01.png,0080_01.png,silver
Images/0080_02.png,0080_02.png,silver
Images/0080_03.png,0080_03.png,silver
Images/0081_01.png,0081_01.png,silver
Images/0081_02.png,0081_02.png,silver
Images/0081_03.png,0081_03.png,gold
Images/0082_01.png,0082_01.png,silver
Images/0083_01.png,0083_01.png,silver
Images/0083_02.png,0083_02.png,silver
Images/0083_03.png,0083_03.png,silver
Images/0083_04.png,0083_04.png,silver
Images/0084_01.png,0084_01.png,silver
Images/0084_02.png,0084_02.png,gold
Images/0085_01.png,0085_01.png,silver
Images/0085_02.png,0085_02.png,silver
Images/0085_03.png,0085_03.png,silver
Images/0085_04.png,0085_04.png,silver
Images/0086_01.png,0086_01.png,silver
Images/0086_02.png,0086_02.png,silver
Images/0087_01.png,0087_01.png,silver
Images/0087_02.png,0087_02.png,silver
Images/0088_01.png,0088_01.png,silver
Images/0088_02.png,0088_02.png,silver
Images/0088_03.png,0088_03.png,silver
Images/0089_01.png,0089_01.png,silver
Images/0090_01.png,0090_01.png,silver
Images/0090_02.png,0090_02.png,silver
Images/0090_03.png,0090_03.png,silver
Images/0091_01.png,0091_01.png,silver
Images/0091_02.png,0091_02.png,silver
Images/0091_03.png,0091_03.png,silver
Images/0092_01.png,0092_01.png,gold
Images/0092_02.png,0092_02.png,silver
Images/0092_03.png,0092_03.png,silver
Images/0092_04.png,0092_04.png,silver
Images/0092_05.png,0092_05.png,silver
Images/0092_06.png,0092_06.png,gold
Images/0092_07.png,0092_07.png,silver
Images/0092_08.png,0092_08.png,silver
Images/0092_09.png,0092_09.png,silver
Images/0092_10.png,0092_10.png,silver
Images/0093_01.png,0093_01.png,silver
Images/0093_02.png,0093_02.png,silver
Images/0094_01.png,0094_01.png,silver
Images/0094_02.png,0094_02.png,silver
Images/0094_03.png,0094_03.png,silver
Images/0095_01.png,0095_01.png,silver
Images/0095_02.png,0095_02.png,silver
Images/0096_01.png,0096_01.png,silver
